Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Offense_Total,Defense_Total,Off_Def_Ratio,Speed_Index,Bulk,Phys_Special,KMeans_label,Hierarchical_label,DBSCAN_label,Archetype
Buneary,55,66,44,44,56,85,110,100,1.4666666666666666,1.5178571428571428,5500,22,1,2,0,Equilibrados / All-Around (2)
Lopunny,65,76,84,54,96,105,130,180,0.8941176470588236,1.5909090909090908,11700,22,4,1,0,Equilibrados / All-Around (3)
Mismagius,60,60,60,105,105,105,165,165,0.9836065573770492,1.721311475409836,9900,-45,0,0,0,Equilibrados / All-Around (1)
Honchkrow,100,125,52,105,52,71,230,104,2.358490566037736,0.7029702970297029,10400,20,2,0,0,Velocistas Ofensivos (1)
Glameow,49,55,42,42,37,85,97,79,1.2790697674418605,1.7,3871,13,1,2,0,Equilibrados / All-Around (2)
Purugly,71,82,64,64,59,112,146,123,1.2615384615384615,1.5555555555555556,8733,18,2,3,0,Velocistas Ofensivos (1)
Chingling,45,30,50,65,50,45,95,100,0.5882352941176471,0.9782608695652174,4500,-35,1,2,0,Equilibrados / All-Around (2)
Stunky,63,63,47,41,41,74,104,88,1.3125,1.15625,5544,22,1,2,0,Equilibrados / All-Around (2)
Skuntank,103,93,67,71,61,84,164,128,1.3676470588235294,0.8076923076923077,13184,22,2,1,0,Velocistas Ofensivos (1)
Bronzor,57,24,86,24,86,23,48,172,0.27586206896551724,0.39655172413793105,9804,0,1,2,0,Equilibrados / All-Around (2)
Bronzong,67,89,116,79,116,33,168,232,0.7606837606837606,0.4852941176470588,15544,10,4,1,0,Equilibrados / All-Around (3)
Bonsly,50,80,95,10,45,10,90,140,0.8333333333333334,0.19607843137254902,7000,70,1,2,0,Equilibrados / All-Around (2)
Mime Jr.,20,25,45,70,90,60,95,135,0.5434782608695652,2.857142857142857,2700,-45,1,2,0,Equilibrados / All-Around (2)
Happiny,100,5,5,15,65,30,20,70,0.8333333333333334,0.297029702970297,7000,-10,1,2,0,Equilibrados / All-Around (2)
Chatot,76,65,45,92,42,91,157,87,1.4130434782608696,1.1818181818181819,6612,-27,1,3,0,Equilibrados / All-Around (2)
Spiritomb,50,92,108,92,108,35,184,216,0.8440366972477065,0.6862745098039216,10800,0,4,1,0,Equilibrados / All-Around (3)
Gible,58,70,45,40,45,42,110,90,1.5217391304347827,0.711864406779661,5220,30,1,2,0,Equilibrados / All-Around (2)
Gabite,68,90,65,50,55,82,140,120,1.3636363636363635,1.1884057971014492,8160,40,2,3,0,Velocistas Ofensivos (1)
Garchomp,108,130,95,80,85,102,210,180,1.3541666666666667,0.9357798165137615,19440,50,2,1,0,Velocistas Ofensivos (1)
Munchlax,135,85,40,40,85,5,125,125,2.073170731707317,0.03676470588235294,16875,45,2,1,0,Velocistas Ofensivos (1)
Riolu,40,70,40,35,40,60,105,80,1.7073170731707317,1.4634146341463414,3200,35,1,2,0,Equilibrados / All-Around (2)
Lucario,70,110,70,115,70,90,225,140,1.5492957746478873,1.267605633802817,9800,-5,2,0,0,Velocistas Ofensivos (1)
Hippopotas,68,72,78,38,42,32,110,120,0.9113924050632911,0.463768115942029,8160,34,1,2,0,Equilibrados / All-Around (2)
Hippowdon,108,112,118,68,72,47,180,190,0.9411764705882353,0.43119266055045874,20520,44,4,1,0,Equilibrados / All-Around (3)
Skorupi,40,50,90,30,55,65,80,145,0.5494505494505495,1.5853658536585367,5800,20,1,2,0,Equilibrados / All-Around (2)
Drapion,70,90,110,60,75,95,150,185,0.8108108108108109,1.3380281690140845,12950,30,4,1,0,Equilibrados / All-Around (3)
Croagunk,48,61,40,61,40,50,122,80,1.4878048780487805,1.0204081632653061,3840,0,1,2,0,Equilibrados / All-Around (2)
Toxicroak,83,106,65,86,65,85,192,130,1.606060606060606,1.0119047619047619,10790,20,2,3,0,Velocistas Ofensivos (1)
Carnivine,74,100,72,90,72,46,190,144,1.36986301369863,0.6133333333333333,10656,10,2,0,0,Velocistas Ofensivos (1)
Finneon,49,49,56,49,61,66,98,117,0.8596491228070176,1.32,5733,0,1,2,0,Equilibrados / All-Around (2)
Lumineon,69,69,76,69,86,91,138,162,0.8961038961038961,1.3,11178,0,0,3,0,Equilibrados / All-Around (1)
Mantyke,45,20,50,60,120,50,80,170,0.39215686274509803,1.0869565217391304,7650,-40,1,3,0,Equilibrados / All-Around (2)
Snover,60,62,50,62,60,40,124,110,1.2156862745098038,0.6557377049180327,6600,0,1,3,0,Equilibrados / All-Around (2)
Abomasnow,90,92,75,92,85,60,184,160,1.2105263157894737,0.6593406593406593,14400,0,0,0,0,Equilibrados / All-Around (1)
Weavile,70,120,65,45,85,125,165,150,1.8181818181818181,1.7605633802816902,10500,75,2,5,0,Velocistas Ofensivos (1)
Magnezone,70,70,115,130,90,60,200,205,0.603448275862069,0.8450704225352113,14350,-60,0,0,0,Equilibrados / All-Around (1)
Lickilicky,110,85,95,80,95,50,165,190,0.8854166666666666,0.45045045045045046,20900,5,4,1,0,Equilibrados / All-Around (3)
Rhyperior,115,140,130,55,55,40,195,185,1.0687022900763359,0.3448275862068966,21275,85,4,1,0,Equilibrados / All-Around (3)
Tangrowth,100,100,125,110,50,50,210,175,0.7936507936507936,0.49504950495049505,17500,-10,4,1,0,Equilibrados / All-Around (3)
Electivire,75,123,67,95,85,95,218,152,1.8088235294117647,1.25,11400,28,2,0,0,Velocistas Ofensivos (1)
Magmortar,75,95,67,125,95,83,220,162,1.3970588235294117,1.0921052631578947,12150,-30,0,0,0,Equilibrados / All-Around (1)
Togekiss,85,50,95,120,115,80,170,210,0.5208333333333334,0.9302325581395349,17850,-70,0,0,0,Equilibrados / All-Around (1)
Yanmega,86,76,86,116,56,95,192,142,0.8735632183908046,1.0919540229885059,12212,-40,0,3,0,Equilibrados / All-Around (1)
Leafeon,65,110,130,60,65,95,170,195,0.8396946564885496,1.4393939393939394,12675,50,4,1,0,Equilibrados / All-Around (3)
Glaceon,65,60,110,130,95,65,190,205,0.5405405405405406,0.9848484848484849,13325,-70,0,0,0,Equilibrados / All-Around (1)
Gliscor,75,95,125,45,75,95,140,200,0.753968253968254,1.25,15000,50,4,1,0,Equilibrados / All-Around (3)
Mamoswine,110,130,80,70,60,80,200,140,1.6049382716049383,0.7207207207207207,15400,60,2,1,0,Velocistas Ofensivos (1)
Porygon-Z,85,80,70,135,75,90,215,145,1.1267605633802817,1.0465116279069768,12325,-55,0,0,0,Equilibrados / All-Around (1)
Gallade,68,125,65,65,115,80,190,180,1.893939393939394,1.1594202898550725,12240,60,2,1,0,Velocistas Ofensivos (1)
Probopass,60,55,145,75,150,40,130,295,0.3767123287671233,0.6557377049180327,17700,-20,4,1,0,Equilibrados / All-Around (3)
Dusknoir,45,100,135,65,135,45,165,270,0.7352941176470589,0.9782608695652174,12150,35,4,1,0,Equilibrados / All-Around (3)
Froslass,70,80,70,80,70,110,160,140,1.1267605633802817,1.5492957746478873,9800,0,2,3,0,Velocistas Ofensivos (1)
Rotom,50,50,77,95,77,91,145,154,0.6410256410256411,1.7843137254901962,7700,-45,0,3,0,Equilibrados / All-Around (1)
Rotom,50,65,107,105,107,86,170,214,0.6018518518518519,1.6862745098039216,10700,-40,0,3,0,Equilibrados / All-Around (1)
Uxie,75,75,130,75,130,95,150,260,0.5725190839694656,1.25,19500,0,4,0,0,Equilibrados / All-Around (3)
Mesprit,80,105,105,105,105,80,210,210,0.9905660377358491,0.9876543209876543,16800,0,5,0,0,Tanques
Azelf,75,125,70,125,70,115,250,140,1.7605633802816902,1.513157894736842,10500,0,2,0,0,Velocistas Ofensivos (1)
Dialga,100,120,120,150,100,90,270,220,0.9917355371900827,0.8910891089108911,22000,-30,5,0,0,Tanques
Palkia,90,120,100,150,120,100,270,220,1.188118811881188,1.098901098901099,19800,-30,5,0,0,Tanques
Heatran,91,90,106,130,106,77,220,212,0.8411214953271028,0.8369565217391305,19292,-40,5,0,0,Tanques
Regigigas,110,160,110,80,110,100,240,220,1.4414414414414414,0.9009009009009009,24200,80,5,1,0,Tanques
Giratina,150,100,120,100,120,90,200,240,0.8264462809917356,0.5960264900662252,36000,0,5,0,0,Tanques
Giratina,150,120,100,120,100,90,240,200,1.188118811881188,0.5960264900662252,30000,0,5,0,0,Tanques
Cresselia,120,70,110,75,120,85,145,230,0.6306306306306306,0.7024793388429752,27600,-5,4,0,0,Equilibrados / All-Around (3)
Darkrai,70,90,90,135,90,125,225,180,0.989010989010989,1.7605633802816902,12600,-45,0,0,0,Equilibrados / All-Around (1)
Shaymin,100,103,75,120,75,127,223,150,1.355263157894737,1.2574257425742574,15000,-17,0,0,0,Equilibrados / All-Around (1)
Arceus,120,120,120,120,120,120,240,240,0.9917355371900827,0.9917355371900827,28800,0,5,0,0,Tanques
Snivy,45,45,55,45,55,63,90,110,0.8035714285714286,1.3695652173913044,4950,0,1,2,0,Equilibrados / All-Around (2)
Servine,60,60,75,60,75,83,120,150,0.7894736842105263,1.360655737704918,9000,0,1,3,0,Equilibrados / All-Around (2)
Serperior,75,75,95,75,95,113,150,190,0.78125,1.486842105263158,14250,0,0,3,0,Equilibrados / All-Around (1)
Tepig,65,63,45,45,45,45,108,90,1.3695652173913044,0.6818181818181818,5850,18,1,2,0,Equilibrados / All-Around (2)
Pignite,90,93,55,70,55,55,163,110,1.6607142857142858,0.6043956043956044,9900,23,2,1,0,Velocistas Ofensivos (1)
Emboar,110,123,65,100,65,65,223,130,1.8636363636363635,0.5855855855855856,14300,23,2,0,0,Velocistas Ofensivos (1)
Oshawott,55,55,45,63,45,45,118,90,1.1956521739130435,0.8035714285714286,4950,-8,1,2,0,Equilibrados / All-Around (2)
Dewott,75,75,60,83,60,60,158,120,1.2295081967213115,0.7894736842105263,9000,-8,1,3,0,Equilibrados / All-Around (2)
Samurott,95,100,85,108,70,70,208,155,1.1627906976744187,0.7291666666666666,14725,-8,0,0,0,Equilibrados / All-Around (1)
Patrat,45,55,39,35,39,42,90,78,1.375,0.9130434782608695,3510,20,1,2,0,Equilibrados / All-Around (2)
Watchog,60,85,69,60,69,77,145,138,1.2142857142857142,1.2622950819672132,8280,25,2,3,0,Velocistas Ofensivos (1)
Lillipup,45,60,45,25,45,55,85,90,1.3043478260869565,1.1956521739130435,4050,35,1,2,0,Equilibrados / All-Around (2)
Herdier,65,80,65,35,65,60,115,130,1.2121212121212122,0.9090909090909091,8450,45,1,2,0,Equilibrados / All-Around (2)
Stoutland,85,110,90,45,90,80,155,180,1.2087912087912087,0.9302325581395349,15300,65,4,1,0,Equilibrados / All-Around (3)
Purrloin,41,50,37,50,37,66,100,74,1.3157894736842106,1.5714285714285714,3034,0,1,2,0,Equilibrados / All-Around (2)
Liepard,64,88,50,88,50,106,176,100,1.7254901960784315,1.6307692307692307,6400,0,2,3,0,Velocistas Ofensivos (1)
Pansage,50,53,48,53,48,64,106,96,1.0816326530612246,1.2549019607843137,4800,0,1,2,0,Equilibrados / All-Around (2)
Simisage,75,98,63,98,63,101,196,126,1.53125,1.3289473684210527,9450,0,2,3,0,Velocistas Ofensivos (1)
Munna,76,25,45,67,55,24,92,100,0.5434782608695652,0.3116883116883117,7600,-42,1,2,0,Equilibrados / All-Around (2)
Musharna,116,55,85,107,95,29,162,180,0.6395348837209303,0.24786324786324787,20880,-52,0,0,0,Equilibrados / All-Around (1)
Pidove,50,55,50,36,30,43,91,80,1.0784313725490196,0.8431372549019608,4000,19,1,2,0,Equilibrados / All-Around (2)
Tranquill,62,77,62,50,42,65,127,104,1.2222222222222223,1.0317460317460319,6448,27,1,2,0,Equilibrados / All-Around (2)
Unfezant,80,115,80,65,55,93,180,135,1.4197530864197532,1.1481481481481481,10800,50,2,1,0,Velocistas Ofensivos (1)
Blitzle,45,60,32,50,32,76,110,64,1.8181818181818181,1.6521739130434783,2880,10,1,2,0,Equilibrados / All-Around (2)
Zebstrika,75,100,63,80,63,116,180,126,1.5625,1.5263157894736843,9450,20,2,3,0,Velocistas Ofensivos (1)
Roggenrola,55,75,85,25,25,15,100,110,0.872093023255814,0.26785714285714285,6050,50,1,2,0,Equilibrados / All-Around (2)
Boldore,70,105,105,50,40,20,155,145,0.9905660377358491,0.28169014084507044,10150,55,4,2,0,Equilibrados / All-Around (3)
Gigalith,85,135,130,60,80,25,195,210,1.0305343511450382,0.29069767441860467,17850,75,4,1,0,Equilibrados / All-Around (3)
Woobat,65,45,43,55,43,72,100,86,1.0227272727272727,1.0909090909090908,5590,-10,1,3,0,Equilibrados / All-Around (2)
Swoobat,67,57,55,77,55,114,134,110,1.0178571428571428,1.6764705882352942,7370,-20,0,3,0,Equilibrados / All-Around (1)
Drilbur,60,85,40,30,45,68,115,85,2.073170731707317,1.1147540983606556,5100,55,1,2,0,Equilibrados / All-Around (2)
Excadrill,110,135,60,50,65,88,185,125,2.2131147540983607,0.7927927927927928,13750,85,2,5,0,Velocistas Ofensivos (1)
Audino,103,60,86,60,86,50,120,172,0.6896551724137931,0.4807692307692308,17716,0,4,1,0,Equilibrados / All-Around (3)
Timburr,75,80,55,25,35,35,105,90,1.4285714285714286,0.4605263157894737,6750,55,1,2,0,Equilibrados / All-Around (2)
Gurdurr,85,105,85,40,50,40,145,135,1.2209302325581395,0.46511627906976744,11475,65,2,1,0,Velocistas Ofensivos (1)
Conkeldurr,105,140,95,55,65,45,195,160,1.4583333333333333,0.42452830188679247,16800,85,2,1,0,Velocistas Ofensivos (1)
Tympole,50,50,40,50,40,64,100,80,1.2195121951219512,1.2549019607843137,4000,0,1,2,0,Equilibrados / All-Around (2)
Palpitoad,75,65,55,65,55,69,130,110,1.1607142857142858,0.9078947368421053,8250,0,1,3,0,Equilibrados / All-Around (2)
Seismitoad,105,95,75,85,75,74,180,150,1.25,0.6981132075471698,15750,10,2,0,0,Velocistas Ofensivos (1)
Throh,120,100,85,30,85,45,130,170,1.1627906976744187,0.371900826446281,20400,70,4,1,0,Equilibrados / All-Around (3)
Sawk,75,125,75,30,75,85,155,150,1.644736842105263,1.118421052631579,11250,95,2,1,0,Velocistas Ofensivos (1)
Sewaddle,45,53,70,40,60,42,93,130,0.7464788732394366,0.9130434782608695,5850,13,1,2,0,Equilibrados / All-Around (2)
Swadloon,55,63,90,50,80,42,113,170,0.6923076923076923,0.75,9350,13,4,1,0,Equilibrados / All-Around (3)
Leavanny,75,103,80,70,80,92,173,160,1.271604938271605,1.2105263157894737,12000,33,2,1,0,Velocistas Ofensivos (1)
Venipede,30,45,59,30,39,57,75,98,0.75,1.8387096774193548,2940,15,1,2,0,Equilibrados / All-Around (2)
Whirlipede,40,55,99,40,79,47,95,178,0.55,1.146341463414634,7120,15,1,1,0,Equilibrados / All-Around (2)
Scolipede,60,100,89,55,69,112,155,158,1.1111111111111112,1.8360655737704918,9480,45,2,5,0,Velocistas Ofensivos (1)
Cottonee,40,27,60,37,50,66,64,110,0.4426229508196721,1.6097560975609757,4400,-10,1,2,0,Equilibrados / All-Around (2)
Whimsicott,60,67,85,77,75,116,144,160,0.7790697674418605,1.901639344262295,9600,-10,0,3,0,Equilibrados / All-Around (1)
Petilil,45,35,50,70,50,30,105,100,0.6862745098039216,0.6521739130434783,4500,-35,1,2,0,Equilibrados / All-Around (2)
Lilligant,70,60,75,110,75,90,170,150,0.7894736842105263,1.267605633802817,10500,-50,0,3,0,Equilibrados / All-Around (1)
Basculin,70,92,65,80,55,98,172,120,1.393939393939394,1.380281690140845,8400,12,2,3,0,Velocistas Ofensivos (1)
Sandile,50,72,35,35,35,65,107,70,2.0,1.2745098039215685,3500,37,1,2,0,Equilibrados / All-Around (2)
Krokorok,60,82,45,45,45,74,127,90,1.7826086956521738,1.2131147540983607,5400,37,1,2,0,Equilibrados / All-Around (2)
Krookodile,95,117,80,65,70,92,182,150,1.4444444444444444,0.9583333333333334,14250,52,2,1,0,Velocistas Ofensivos (1)
Darumaka,70,90,45,15,45,50,105,90,1.9565217391304348,0.704225352112676,6300,75,1,2,0,Equilibrados / All-Around (2)
Darmanitan,105,140,55,30,55,95,170,110,2.5,0.8962264150943396,11550,110,2,5,0,Velocistas Ofensivos (1)
Darmanitan,105,30,105,140,105,55,170,210,0.2830188679245283,0.5188679245283019,22050,-110,0,0,0,Equilibrados / All-Around (1)
Maractus,75,86,67,106,67,60,192,134,1.2647058823529411,0.7894736842105263,10050,-20,0,0,0,Equilibrados / All-Around (1)
Dwebble,50,65,85,35,35,55,100,120,0.7558139534883721,1.0784313725490196,6000,30,1,2,0,Equilibrados / All-Around (2)
Crustle,70,105,125,65,75,45,170,200,0.8333333333333334,0.6338028169014085,14000,40,4,1,0,Equilibrados / All-Around (3)
Scraggy,50,75,70,35,70,48,110,140,1.056338028169014,0.9411764705882353,7000,40,1,2,0,Equilibrados / All-Around (2)
Scrafty,65,90,115,45,115,58,135,230,0.7758620689655172,0.8787878787878788,14950,45,4,1,0,Equilibrados / All-Around (3)
Sigilyph,72,58,80,103,80,97,161,160,0.7160493827160493,1.3287671232876712,11520,-45,0,3,0,Equilibrados / All-Around (1)
Yamask,38,30,85,55,65,30,85,150,0.3488372093023256,0.7692307692307693,5700,-25,1,2,0,Equilibrados / All-Around (2)
Cofagrigus,58,50,145,95,105,30,145,250,0.3424657534246575,0.5084745762711864,14500,-45,4,1,0,Equilibrados / All-Around (3)
Tirtouga,54,78,103,53,45,22,131,148,0.75,0.4,7992,25,1,2,0,Equilibrados / All-Around (2)
Carracosta,74,108,133,83,65,32,191,198,0.8059701492537313,0.4266666666666667,14652,25,4,1,0,Equilibrados / All-Around (3)
Archen,55,112,45,74,45,70,186,90,2.4347826086956523,1.25,4950,38,2,5,0,Velocistas Ofensivos (1)
Archeops,75,140,65,112,65,110,252,130,2.121212121212121,1.4473684210526316,9750,28,2,5,0,Velocistas Ofensivos (1)
Trubbish,50,50,62,40,62,65,90,124,0.7936507936507936,1.2745098039215685,6200,10,1,2,0,Equilibrados / All-Around (2)
Garbodor,80,95,82,60,82,75,155,164,1.144578313253012,0.9259259259259259,13120,35,2,1,0,Velocistas Ofensivos (1)
Zorua,40,65,40,80,40,65,145,80,1.5853658536585367,1.5853658536585367,3200,-15,1,3,0,Equilibrados / All-Around (2)
Zoroark,60,105,60,120,60,105,225,120,1.721311475409836,1.721311475409836,7200,-15,2,3,0,Velocistas Ofensivos (1)
Minccino,55,50,40,40,40,75,90,80,1.2195121951219512,1.3392857142857142,4400,10,1,2,0,Equilibrados / All-Around (2)
Cinccino,75,95,60,65,60,115,160,120,1.5573770491803278,1.513157894736842,9000,30,2,5,0,Velocistas Ofensivos (1)
Gothita,45,30,50,55,65,45,85,115,0.5882352941176471,0.9782608695652174,5175,-25,1,2,0,Equilibrados / All-Around (2)
Gothorita,60,45,70,75,85,55,120,155,0.6338028169014085,0.9016393442622951,9300,-30,0,3,0,Equilibrados / All-Around (1)
Gothitelle,70,55,95,95,110,65,150,205,0.5729166666666666,0.9154929577464789,14350,-40,0,1,0,Equilibrados / All-Around (1)
Solosis,45,30,40,105,50,20,135,90,0.7317073170731707,0.43478260869565216,4050,-75,1,3,0,Equilibrados / All-Around (2)
Duosion,65,40,50,125,60,30,165,110,0.7843137254901961,0.45454545454545453,7150,-85,0,3,0,Equilibrados / All-Around (1)
Reuniclus,110,65,75,125,85,30,190,160,0.8552631578947368,0.2702702702702703,17600,-60,0,0,0,Equilibrados / All-Around (1)
Ducklett,62,44,50,44,50,55,88,100,0.8627450980392157,0.873015873015873,6200,0,1,2,0,Equilibrados / All-Around (2)
Swanna,75,87,63,87,63,98,174,126,1.359375,1.2894736842105263,9450,0,2,3,0,Velocistas Ofensivos (1)
Vanillite,36,50,50,65,60,44,115,110,0.9803921568627451,1.1891891891891893,3960,-15,1,2,0,Equilibrados / All-Around (2)
Vanillish,51,65,65,80,75,59,145,140,0.9848484848484849,1.1346153846153846,7140,-15,1,3,0,Equilibrados / All-Around (2)
Vanilluxe,71,95,85,110,95,79,205,180,1.1046511627906976,1.0972222222222223,12780,-15,0,0,0,Equilibrados / All-Around (1)
Deerling,60,60,50,40,50,75,100,100,1.1764705882352942,1.2295081967213115,6000,20,1,2,0,Equilibrados / All-Around (2)
Sawsbuck,80,100,70,60,70,95,160,140,1.408450704225352,1.1728395061728396,11200,40,2,1,0,Velocistas Ofensivos (1)
Emolga,55,75,60,75,60,103,150,120,1.2295081967213115,1.8392857142857142,6600,0,2,3,0,Velocistas Ofensivos (1)
Karrablast,50,75,45,40,45,60,115,90,1.6304347826086956,1.1764705882352942,4500,35,1,2,0,Equilibrados / All-Around (2)
Escavalier,70,135,105,60,105,20,195,210,1.2735849056603774,0.28169014084507044,14700,75,4,1,0,Equilibrados / All-Around (3)
Foongus,69,55,45,55,55,15,110,100,1.1956521739130435,0.21428571428571427,6900,0,1,2,0,Equilibrados / All-Around (2)
Amoonguss,114,85,70,85,80,30,170,150,1.1971830985915493,0.2608695652173913,17100,0,4,0,0,Equilibrados / All-Around (3)
Frillish,55,40,50,65,85,40,105,135,0.7843137254901961,0.7142857142857143,7425,-25,1,3,0,Equilibrados / All-Around (2)
Jellicent,100,60,70,85,105,60,145,175,0.8450704225352113,0.594059405940594,17500,-25,0,3,0,Equilibrados / All-Around (1)
Alomomola,165,75,80,40,45,65,115,125,0.9259259259259259,0.39156626506024095,20625,35,4,1,-1,Equilibrados / All-Around (3)
Joltik,50,47,50,57,50,65,104,100,0.9215686274509803,1.2745098039215685,5000,-10,1,2,0,Equilibrados / All-Around (2)
Galvantula,70,77,60,97,60,108,174,120,1.2622950819672132,1.5211267605633803,8400,-20,0,3,0,Equilibrados / All-Around (1)
Ferroseed,44,50,91,24,86,10,74,177,0.5434782608695652,0.2222222222222222,7788,26,1,2,0,Equilibrados / All-Around (2)
Ferrothorn,74,94,131,54,116,20,148,247,0.7121212121212122,0.26666666666666666,18278,40,4,1,0,Equilibrados / All-Around (3)
Klink,40,55,70,45,60,30,100,130,0.7746478873239436,0.7317073170731707,5200,10,1,2,0,Equilibrados / All-Around (2)
Klang,60,80,95,70,85,50,150,180,0.8333333333333334,0.819672131147541,10800,10,4,1,0,Equilibrados / All-Around (3)
Klinklang,60,100,115,70,85,90,170,200,0.8620689655172413,1.4754098360655739,12000,30,4,1,0,Equilibrados / All-Around (3)
Tynamo,35,55,40,45,40,60,100,80,1.3414634146341464,1.6666666666666667,2800,10,1,2,0,Equilibrados / All-Around (2)
Eelektrik,65,85,70,75,70,40,160,140,1.1971830985915493,0.6060606060606061,9100,10,2,1,0,Velocistas Ofensivos (1)
Eelektross,85,115,80,105,80,50,220,160,1.4197530864197532,0.5813953488372093,13600,10,2,0,0,Velocistas Ofensivos (1)
Elgyem,55,55,55,85,55,30,140,110,0.9821428571428571,0.5357142857142857,6050,-30,1,2,0,Equilibrados / All-Around (2)
Beheeyem,75,75,75,125,95,40,200,170,0.9868421052631579,0.5263157894736842,12750,-50,0,0,0,Equilibrados / All-Around (1)
Litwick,50,30,55,65,55,20,95,110,0.5357142857142857,0.39215686274509803,5500,-35,1,2,0,Equilibrados / All-Around (2)
Lampent,60,40,60,95,60,55,135,120,0.6557377049180327,0.9016393442622951,7200,-55,0,3,0,Equilibrados / All-Around (1)
Chandelure,60,55,90,145,90,80,200,180,0.6043956043956044,1.3114754098360655,10800,-90,0,0,0,Equilibrados / All-Around (1)
Axew,46,87,60,30,40,57,117,100,1.4262295081967213,1.2127659574468086,4600,57,1,2,0,Equilibrados / All-Around (2)
Fraxure,66,117,70,40,50,67,157,120,1.647887323943662,1.0,7920,77,2,1,0,Velocistas Ofensivos (1)
Haxorus,76,147,90,60,70,97,207,160,1.6153846153846154,1.2597402597402598,12160,87,2,1,0,Velocistas Ofensivos (1)
Cubchoo,55,70,40,60,40,40,130,80,1.7073170731707317,0.7142857142857143,4400,10,1,2,0,Equilibrados / All-Around (2)
Beartic,95,130,80,70,80,50,200,160,1.6049382716049383,0.5208333333333334,15200,60,2,1,0,Velocistas Ofensivos (1)
Cryogonal,80,50,50,95,135,105,145,185,0.9803921568627451,1.2962962962962963,14800,-45,0,3,0,Equilibrados / All-Around (1)
Shelmet,50,40,85,40,65,25,80,150,0.46511627906976744,0.49019607843137253,7500,0,1,2,0,Equilibrados / All-Around (2)
Accelgor,80,70,40,100,60,145,170,100,1.7073170731707317,1.7901234567901234,8000,-30,2,3,0,Velocistas Ofensivos (1)
Stunfisk,109,66,84,81,99,32,147,183,0.7764705882352941,0.2909090909090909,19947,-15,4,0,0,Equilibrados / All-Around (3)
Mienfoo,45,85,50,55,50,65,140,100,1.6666666666666667,1.4130434782608696,4500,30,1,2,0,Equilibrados / All-Around (2)
Mienshao,65,125,60,95,60,105,220,120,2.0491803278688523,1.5909090909090908,7800,30,2,5,0,Velocistas Ofensivos (1)
Druddigon,77,120,90,60,90,48,180,180,1.3186813186813187,0.6153846153846154,13860,60,4,1,0,Equilibrados / All-Around (3)
Golett,59,74,50,35,50,35,109,100,1.4509803921568627,0.5833333333333334,5900,39,1,2,0,Equilibrados / All-Around (2)
Golurk,89,124,80,55,80,55,179,160,1.5308641975308641,0.6111111111111112,14240,69,2,1,0,Velocistas Ofensivos (1)
Pawniard,45,85,70,40,40,60,125,110,1.1971830985915493,1.3043478260869565,4950,45,1,2,0,Equilibrados / All-Around (2)
Bisharp,65,125,100,60,70,70,185,170,1.2376237623762376,1.0606060606060606,11050,65,2,1,0,Velocistas Ofensivos (1)
Bouffalant,95,110,95,40,95,55,150,190,1.1458333333333333,0.5729166666666666,18050,70,4,1,0,Equilibrados / All-Around (3)
Rufflet,70,83,50,37,50,60,120,100,1.6274509803921569,0.8450704225352113,7000,46,1,2,0,Equilibrados / All-Around (2)
Braviary,100,123,75,57,75,80,180,150,1.618421052631579,0.7920792079207921,15000,66,2,1,0,Velocistas Ofensivos (1)
Vullaby,70,55,75,45,65,60,100,140,0.7236842105263158,0.8450704225352113,9800,10,1,3,0,Equilibrados / All-Around (2)
Mandibuzz,110,65,105,55,95,80,120,200,0.6132075471698113,0.7207207207207207,22000,10,4,0,0,Equilibrados / All-Around (3)
Heatmor,85,97,66,105,66,65,202,132,1.4477611940298507,0.7558139534883721,11220,-8,2,0,0,Velocistas Ofensivos (1)
Durant,58,109,112,48,48,109,157,160,0.9646017699115044,1.847457627118644,9280,61,2,1,0,Velocistas Ofensivos (1)
Deino,52,65,50,45,50,38,110,100,1.2745098039215685,0.7169811320754716,5200,20,1,2,0,Equilibrados / All-Around (2)
Zweilous,72,85,70,65,70,58,150,140,1.1971830985915493,0.7945205479452054,10080,20,2,1,0,Velocistas Ofensivos (1)
Hydreigon,92,105,90,125,90,98,230,180,1.1538461538461537,1.053763440860215,16560,-20,5,0,0,Tanques
Larvesta,55,85,55,50,55,60,135,110,1.5178571428571428,1.0714285714285714,6050,35,1,2,0,Equilibrados / All-Around (2)
Volcarona,85,60,65,135,105,100,195,170,0.9090909090909091,1.1627906976744187,14450,-75,0,0,0,Equilibrados / All-Around (1)
Cobalion,91,90,129,90,72,108,180,201,0.6923076923076923,1.173913043478261,18291,0,4,1,0,Equilibrados / All-Around (3)
Terrakion,91,129,90,72,90,108,201,180,1.4175824175824177,1.173913043478261,16380,57,2,1,0,Velocistas Ofensivos (1)
Virizion,91,90,72,90,129,108,180,201,1.2328767123287672,1.173913043478261,18291,0,0,0,0,Equilibrados / All-Around (1)
Tornadus,79,115,70,125,80,111,240,150,1.619718309859155,1.3875,11850,-10,2,0,0,Velocistas Ofensivos (1)
Tornadus,79,100,80,110,90,121,210,170,1.2345679012345678,1.5125,13430,-10,0,0,0,Equilibrados / All-Around (1)
Thundurus,79,105,70,145,80,101,250,150,1.4788732394366197,1.2625,11850,-40,0,0,0,Equilibrados / All-Around (1)
Reshiram,100,120,100,150,120,90,270,220,1.188118811881188,0.8910891089108911,22000,-30,5,0,0,Tanques
